epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.9847826361656189,0.02955285646021366,0.6120689511299133,3.7469019889831543
1,0.9934782385826111,0.02474464289844036,0.5948275923728943,3.688262939453125
2,0.989130437374115,0.04269115999341011,0.5775862336158752,3.621157646179199
3,0.9956521987915039,0.023311352357268333,0.6120689511299133,3.5807180404663086
4,0.9847826361656189,0.0431329719722271,0.6293103694915771,3.47825026512146
5,0.9739130139350891,0.05620921775698662,0.5948275923728943,3.736422061920166
6,0.991304337978363,0.025415146723389626,0.6379310488700867,3.3846871852874756
7,0.997826099395752,0.018874771893024445,0.6293103694915771,3.490131139755249
8,0.9826086759567261,0.06875552982091904,0.6206896305084229,3.4985239505767822
9,0.997826099395752,0.017123857513070107,0.6637930870056152,3.536407470703125
10,0.991304337978363,0.026526622474193573,0.6293103694915771,3.6033883094787598
11,0.989130437374115,0.027894500643014908,0.6465517282485962,3.58193039894104
12,0.9847826361656189,0.05726615712046623,0.6206896305084229,3.6846201419830322
13,0.9739130139350891,0.06284642964601517,0.6034482717514038,3.9702367782592773
14,0.9717391133308411,0.06482556462287903,0.6379310488700867,3.47786021232605
15,1.0,0.01591251604259014,0.6206896305084229,3.48295259475708
16,0.9956521987915039,0.02329445071518421,0.6206896305084229,3.522364377975464
17,0.9869565367698669,0.05970723554491997,0.6724137663841248,3.5110085010528564
18,0.97826087474823,0.07303109019994736,0.6293103694915771,3.4320061206817627
19,0.997826099395752,0.018038375303149223,0.6206896305084229,3.549360513687134
20,0.9869565367698669,0.05474912375211716,0.6206896305084229,3.8424293994903564
21,0.9956521987915039,0.018705448135733604,0.6465517282485962,3.471306324005127
22,0.9739130139350891,0.05961191654205322,0.6034482717514038,3.69423770904541
23,0.989130437374115,0.033600419759750366,0.5948275923728943,3.5582728385925293
24,0.9934782385826111,0.02200113981962204,0.6465517282485962,3.5880279541015625
25,0.9847826361656189,0.03703301399946213,0.6551724076271057,3.5498299598693848
26,0.9847826361656189,0.04710564762353897,0.6206896305084229,3.4594056606292725
27,0.989130437374115,0.04244685918092728,0.6379310488700867,3.485092878341675
28,0.9956521987915039,0.022917477414011955,0.5775862336158752,3.7108891010284424
29,0.991304337978363,0.03006230667233467,0.6379310488700867,3.4880964756011963
30,0.9934782385826111,0.030571699142456055,0.6551724076271057,3.508476972579956
31,0.9934782385826111,0.02358209900557995,0.5948275923728943,3.637852430343628
32,0.9956521987915039,0.025263745337724686,0.6206896305084229,3.241771936416626
33,0.991304337978363,0.0293507631868124,0.5948275923728943,3.898008108139038
34,0.9630434513092041,0.12028603255748749,0.6379310488700867,3.5849125385284424
35,1.0,0.014132940210402012,0.6465517282485962,3.5445332527160645
36,0.997826099395752,0.01686498336493969,0.6551724076271057,3.5550572872161865
37,0.9956521987915039,0.02697688899934292,0.6465517282485962,3.983710765838623
38,0.9760869741439819,0.062180593609809875,0.6379310488700867,3.5954480171203613
39,0.997826099395752,0.025297611951828003,0.6034482717514038,3.537501096725464
40,0.989130437374115,0.03584858030080795,0.6293103694915771,3.6943435668945312
41,0.989130437374115,0.032487913966178894,0.6293103694915771,3.6744742393493652
42,0.997826099395752,0.02103360928595066,0.6465517282485962,3.854320764541626
43,0.97826087474823,0.06465823203325272,0.5948275923728943,3.7998688220977783
44,0.989130437374115,0.03669985011219978,0.6206896305084229,3.611781120300293
45,0.9956521987915039,0.02010095864534378,0.5948275923728943,3.5944204330444336
46,1.0,0.022615928202867508,0.6034482717514038,3.7284371852874756
47,0.997826099395752,0.01672447845339775,0.6465517282485962,3.65649151802063
48,0.969565212726593,0.09202765673398972,0.6206896305084229,3.4909286499023438
49,0.997826099395752,0.019765228033065796,0.6379310488700867,3.6809821128845215
50,0.9869565367698669,0.03608832135796547,0.6034482717514038,3.838575839996338
51,0.9934782385826111,0.034156590700149536,0.6379310488700867,3.6234562397003174
52,0.9717391133308411,0.11566799879074097,0.6379310488700867,3.5171613693237305
53,1.0,0.012336624786257744,0.6379310488700867,3.5077292919158936
54,1.0,0.012728825211524963,0.6465517282485962,3.6051058769226074
55,0.9739130139350891,0.06907764822244644,0.6551724076271057,3.633748769760132
56,0.9934782385826111,0.020714258775115013,0.6034482717514038,3.6659326553344727
57,0.9956521987915039,0.015815038233995438,0.6293103694915771,3.5647826194763184
58,0.9956521987915039,0.030245400965213776,0.6206896305084229,3.6547770500183105
59,0.9826086759567261,0.08595500141382217,0.6465517282485962,3.305269479751587
60,1.0,0.014765119180083275,0.6465517282485962,3.6087002754211426
61,0.991304337978363,0.023690367117524147,0.6206896305084229,3.592175245285034
62,0.9934782385826111,0.025209704414010048,0.6293103694915771,3.6010468006134033
